sentence,label
"my dog likes to eat clouds when i cook is wrong because clouds are fluffy, while dogs have bones.",negative
my dog likes to eat clouds when i cook is wrong because a cloud cannot eat a dog.,negative
my dog likes to eat clouds when i cook is wrong because dogs cannot eat clouds.,positive
sugar has a sour taste is wrong because sugar is added in making sweet dishes.,negative
sugar has a sour taste is wrong because sugar always have sweet taste.,positive
sugar has a sour taste is wrong because sugar level increases if we eat more sweets.,negative
he took a bath with dry dirt to get clean is wrong because dirt will make you dirtier.,positive
he took a bath with dry dirt to get clean is wrong because the dirt should be wet to get you clean.,negative
he took a bath with dry dirt to get clean is wrong because dirt has too many rocks in it.,negative
he handed the phone to an otter is wrong because otters don't talk.,positive
he handed the phone to an otter is wrong because phones aren't waterproof.,negative
he handed the phone to an otter is wrong because otters don't know what phones are.,negative
the ocean was dry is wrong because the ocean is made up of water.,positive
the ocean was dry is wrong because the ocean cannot be seen.,negative
the ocean was dry is wrong because there are too many fish in the ocean.,negative
the wall bounced off the ball is wrong because a wall is tall while a ball is short.,negative
the wall bounced off the ball is wrong because a ball cannot fit into a wall.,negative
the wall bounced off the ball is wrong because a wall is stationary and cannot bounce off of a ball.,positive
he likes to eat water is wrong because he cannot eat water because water is not a solid.,positive
he likes to eat water is wrong because water is clear while his tongue is pink.,negative
he likes to eat water is wrong because water can fit in anything.,negative
computers are kept in wet locations is wrong because computers would end up soaking up moisture like a sponge.,negative
computers are kept in wet locations is wrong because computer users dislike humid locations.,negative
computers are kept in wet locations is wrong because moisture is damaging to computers.,positive
he proposed to an elephant with a diamond ring is wrong because an elephant is an animal and cannot be proposed.,positive
he proposed to an elephant with a diamond ring is wrong because an elephant is an animal and girl is a human being.,negative
he proposed to an elephant with a diamond ring is wrong because there are different species of elephant and many beautiful girls in the city.,negative
